date,away,home,score_away,score_home
11/22/2009,Saints,Buccaneers,38,7
11/22/2009,Bills,Jaguars,15,18
11/22/2009,Colts,Ravens,17,15
11/22/2009,Cardinals,Rams,21,13
11/22/2009,Chargers,Broncos,32,3
11/22/2009,Bengals,Raiders,17,20
11/22/2009,Jets,Patriots,14,31
11/22/2009,Eagles,Bears,24,20
11/23/2009,Titans,Texans,20,17
11/26/2009,Packers,Lions,34,12
11/26/2009,Raiders,Cowboys,7,24
11/26/2009,Giants,Broncos,6,26
11/29/2009,  .  Buccaneers,Falcons,17,20
11/29/2009,Dolphins,Bills,14,31
11/29/2009,Browns,Bengals,7,16
11/29/2009,Seahawks,Rams,27,17
11/29/2009,Panthers,Jets,6,17
11/29/2009,Washington,Eagles,24,27
11/29/2009,Colts,Texans,35,27
11/29/2009,Chiefs,Chargers,14,43
11/29/2009,Jaguars,49ers,3,20
11/29/2009,Cardinals,Titans,17,20
11/29/2009,Bears,Vikings,10,36
11/29/2009,Steelers,Ravens,17,20
11/30/2009,Patriots,Saints,17,38
12/3/2009,Jets,Bills,19,13
12/6/2009,Saints,Washington,33,30
12/6/2009,Eagles,Falcons,34,7
12/6/2009,Rams,Bears,9,17
12/6/2009,Lions,Bengals,13,23
12/6/2009,Titans,Colts,17,27
12/6/2009,Broncos,Chiefs,44,13
12/6/2009,Patriots,Dolphins,21,22
12/6/2009,Raiders,Steelers,27,24
12/6/2009,Buccaneers,Panthers,6,16
12/6/2009,Texans,Jaguars,18,23
12/6/2009,Chargers,Browns,30,23
12/6/2009,Cowboys,Giants,24,31
12/6/2009,49ers,Seahawks,17,20
12/6/2009,Vikings,Cardinals,17,30
12/7/2009,Ravens,Packers,14,27
12/10/2009,Steelers,Browns,6,13
12/13/2009,  .  Bills,Chiefs,16,10
12/13/2009,  .  Bengals,Vikings,10,30
12/13/2009,  .  Lions,Ravens,3,48
12/13/2009,  .  Seahawks,Texans,7,34
12/13/2009,Saints,Falcons,26,23
12/13/2009,Packers,Bears,21,14
12/13/2009,Broncos,Colts,16,28
12/13/2009,Panthers,Patriots,10,20
12/13/2009,Jets,Buccaneers,26,3
12/13/2009,Dolphins,Jaguars,14,10
12/13/2009,Rams,Titans,7,47
12/13/2009,Washington,Raiders,34,13
12/13/2009,Chargers,Cowboys,20,17
12/13/2009,Eagles,Giants,45,38
12/14/2009,Cardinals,49ers,9,24
12/17/2009,Colts,Jaguars,35,31
12/19/2009,Cowboys,Saints,24,17
12/20/2009,  .  49ers,Eagles,13,27
12/20/2009,  .  Bears,Ravens,7,31
12/20/2009,Patriots,Bills,17,10
12/20/2009,Cardinals,Lions,31,24
12/20/2009,Dolphins,Titans,24,27
12/20/2009,Browns,Chiefs,41,34
12/20/2009,Texans,Rams,16,13
12/20/2009,Falcons,Jets,10,7
12/20/2009,Raiders,Broncos,20,19
12/20/2009,Bengals,Chargers,24,27
12/20/2009,Packers,Steelers,36,37
12/20/2009,Buccaneers,Seahawks,24,7
12/20/2009,Vikings,Panthers,7,26
12/21/2009,Giants,Washington,45,12
12/25/2009,Chargers,Titans,42,17
12/27/2009,  .  Broncos,Eagles,27,30
12/27/2009,Bills,Falcons,3,31
12/27/2009,Chiefs,Bengals,10,17
12/27/2009,Raiders,Browns,9,23
12/27/2009,Seahawks,Packers,10,48
12/27/2009,Texans,Dolphins,27,20
12/27/2009,Jaguars,Patriots,7,35
12/27/2009,Buccaneers,Saints,20,17
12/27/2009,Panthers,Giants,41,9
12/27/2009,Ravens,Steelers,20,23
12/27/2009,Rams,Cardinals,10,31
12/27/2009,Lions,49ers,6,20
12/27/2009,Jets,Colts,29,15
12/27/2009,Cowboys,Washington,17,0
12/28/2009,Vikings,Bears,30,36
1/3/2010,Steelers,Dolphins,30,24
1/3/2010,Colts,Bills,7,30
1/3/2010,Jaguars,Browns,17,23
1/3/2010,Bears,Lions,37,23
1/3/2010,49ers,Rams,28,6
1/3/2010,Giants,Vikings,7,44
1/3/2010,Falcons,Buccaneers,20,10
1/3/2010,Saints,Panthers,10,23
1/3/2010,Patriots,Texans,27,34
1/3/2010,Eagles,Cowboys,0,24
1/3/2010,Chiefs,Broncos,44,24
1/3/2010,Ravens,Raiders,21,13
1/3/2010,Packers,Cardinals,33,7
1/3/2010,Washington,Chargers,20,23
1/3/2010,Titans,Seahawks,17,13
1/3/2010,Bengals,Jets,0,37
1/9/2010,Jets,Bengals,24,14
1/9/2010,Eagles,Cowboys,14,34
1/10/2010,Ravens,Patriots,33,14
1/10/2010,Packers,Cardinals,45,51
1/16/2010,Cardinals,Saints,14,45
1/16/2010,Ravens,Colts,3,20
1/17/2010,Cowboys,Vikings,3,34
1/17/2010,Jets,Chargers,17,14
1/24/2010,Jets,Colts,17,30
1/24/2010,Vikings,Saints,28,31
2/7/2010,Saints,Colts,31,17
9/9/2010,Vikings,Saints,9,14
9/12/2010,  .  Lions,Bears,14,19
9/12/2010,Dolphins,Bills,15,10
9/12/2010,Raiders,Titans,13,38
9/12/2010,Bengals,Patriots,24,38
9/12/2010,Panthers,Giants,18,31
9/12/2010,Falcons,Steelers,9,15
9/12/2010,Browns,Buccaneers,14,17
9/12/2010,Broncos,Jaguars,17,24
9/12/2010,Colts,Texans,24,34
9/12/2010,Cardinals,Rams,17,13
9/12/2010,Packers,Eagles,27,20
9/12/2010,49ers,Seahawks,6,31
9/12/2010,Cowboys,Washington,7,13
9/13/2010,Ravens,Jets,10,9
9/13/2010,Chargers,Chiefs,14,21
9/19/2010,  .  Giants,Colts,14,38
9/19/2010,Bills,Packers,7,34
9/19/2010,Cardinals,Falcons,7,41
9/19/2010,Ravens,Bengals,10,15
9/19/2010,Chiefs,Browns,16,14
9/19/2010,Bears,Cowboys,27,20
9/19/2010,Eagles,Lions,35,32
9/19/2010,Steelers,Titans,19,11
9/19/2010,Dolphins,Vikings,14,10
9/19/2010,Buccaneers,Panthers,20,7
9/19/2010,Seahawks,Broncos,14,31
9/19/2010,Rams,Raiders,14,16
9/19/2010,Patriots,Jets,14,28
9/19/2010,Jaguars,Chargers,13,38
9/19/2010,Texans,Washington,30,27
9/20/2010,Saints,49ers,25,22
9/26/2010,Bills,Patriots,30,38
9/26/2010,49ers,Chiefs,10,31
9/26/2010,Lions,Vikings,10,24
9/26/2010,Falcons,Saints,27,24
9/26/2010,Titans,Giants,29,10
9/26/2010,Steelers,Buccaneers,38,13
9/26/2010,Bengals,Panthers,20,7
9/26/2010,Browns,Ravens,17,24
9/26/2010,Cowboys,Texans,27,13
9/26/2010,Washington,Rams,16,30
9/26/2010,Eagles,Jaguars,28,3
9/26/2010,Colts,Broncos,27,13
9/26/2010,Raiders,Cardinals,23,24
9/26/2010,Chargers,Seahawks,20,27
9/26/2010,Jets,Dolphins,31,23
9/27/2010,Packers,Bears,17,20
10/3/2010,49ers,Falcons,14,16
10/3/2010,Jets,Bills,38,14
10/3/2010,Bengals,Browns,20,23
10/3/2010,Lions,Packers,26,28
10/3/2010,Broncos,Titans,26,20
10/3/2010,Seahawks,Rams,3,20
10/3/2010,Panthers,Saints,14,16
10/3/2010,Ravens,Steelers,17,14
10/3/2010,Texans,Raiders,31,24
10/3/2010,Colts,Jaguars,28,31
10/3/2010,Washington,Eagles,17,12
10/3/2010,Cardinals,Chargers,10,41
10/3/2010,Bears,Giants,3,17
10/4/2010,Patriots,Dolphins,41,14
10/10/2010,  .  Bears,Panthers,23,6
10/10/2010,Jaguars,Bills,36,26
10/10/2010,Buccaneers,Bengals,24,21
10/10/2010,Falcons,Browns,20,10
10/10/2010,Rams,Lions,6,44
10/10/2010,Chiefs,Colts,9,19
10/10/2010,Packers,Washington,13,16
10/10/2010,Broncos,Ravens,17,31
10/10/2010,Giants,Texans,34,10
10/10/2010,Saints,Cardinals,20,30
10/10/2010,Titans,Cowboys,34,27
10/10/2010,Chargers,Raiders,27,35
10/10/2010,Eagles,49ers,27,24
10/11/2010,Vikings,Jets,20,29
10/17/2010,Seahawks,Bears,23,20
10/17/2010,Dolphins,Packers,23,20
10/17/2010,Chargers,Rams,17,20
10/17/2010,Ravens,Patriots,20,23
10/17/2010,Lions,Giants,20,28
10/17/2010,Falcons,Eagles,17,31
10/17/2010,Browns,Steelers,10,28
10/17/2010,Saints,Buccaneers,31,6
10/17/2010,Chiefs,Texans,31,35
10/17/2010,Jets,Broncos,24,20
10/17/2010,Raiders,49ers,9,17
10/17/2010,Cowboys,Vikings,21,24
10/17/2010,Colts,Washington,27,24
10/18/2010,Titans,Jaguars,30,3
10/24/2010,  .  Washington,Bears,17,14
10/24/2010,  .  Cardinals,Seahawks,10,22
10/24/2010,Bengals,Falcons,32,39
10/24/2010,Eagles,Titans,19,37
10/24/2010,Jaguars,Chiefs,20,42
10/24/2010,Steelers,Dolphins,23,22
10/24/2010,Browns,Saints,30,17
10/24/2010,Rams,Buccaneers,17,18
10/24/2010,49ers,Panthers,20,23
10/24/2010,Bills,Ravens,34,37
10/24/2010,Raiders,Broncos,59,14
10/24/2010,Patriots,Chargers,23,20
10/24/2010,Vikings,Packers,24,28
10/25/2010,Giants,Cowboys,41,35
10/31/2010,  .  Washington,Lions,25,37
10/31/2010,  .  Packers,Jets,9,0
10/31/2010,  .  Steelers,Saints,10,20
10/31/2010,Dolphins,Bengals,22,14
10/31/2010,Jaguars,Cowboys,35,17
10/31/2010,Bills,Chiefs,10,13
10/31/2010,Panthers,Rams,10,20
10/31/2010,Broncos,49ers,16,24
10/31/2010,Titans,Chargers,25,33
10/31/2010,Seahawks,Raiders,3,33
10/31/2010,Vikings,Patriots,18,28
10/31/2010,Buccaneers,Cardinals,38,35
11/1/2010,Texans,Colts,17,30
11/7/2010,  .  Cardinals,Vikings,24,27
11/7/2010,Buccaneers,Falcons,21,27
11/7/2010,Bears,Bills,22,19
11/7/2010,Patriots,Browns,14,34
11/7/2010,Jets,Lions,23,20
11/7/2010,Saints,Panthers,34,3
11/7/2010,Dolphins,Ravens,10,26
11/7/2010,Chargers,Texans,29,23
11/7/2010,Giants,Seahawks,41,7
11/7/2010,Chiefs,Raiders,20,23
11/7/2010,Colts,Eagles,24,26
11/7/2010,Cowboys,Packers,7,45
11/8/2010,Steelers,Bengals,27,21
11/11/2010,Ravens,Falcons,21,26
11/14/2010,Lions,Bills,12,14
11/14/2010,Vikings,Bears,13,27
11/14/2010,Jets,Browns,26,20
11/14/2010,Bengals,Colts,17,23
11/14/2010,Titans,Dolphins,17,29
11/14/2010,Panthers,Buccaneers,16,31
11/14/2010,Texans,Jaguars,24,31
11/14/2010,Chiefs,Broncos,29,49
11/14/2010,Cowboys,Giants,33,20
11/14/2010,Seahawks,Cardinals,36,18
11/14/2010,Rams,49ers,20,23
11/14/2010,Patriots,Steelers,39,26
11/15/2010,Eagles,Washington,59,28
11/18/2010,Bears,Dolphins,16,0
11/21/2010,  .  Giants,Eagles,17,27
11/21/2010,Bills,Bengals,49,31
11/21/2010,Lions,Cowboys,19,35
11/21/2010,Washington,Titans,19,16
11/21/2010,Cardinals,Chiefs,13,31
11/21/2010,Packers,Vikings,31,3
11/21/2010,Texans,Jets,27,30
11/21/2010,Raiders,Steelers,3,35
11/21/2010,Ravens,Panthers,37,13
11/21/2010,Browns,Jaguars,20,24
11/21/2010,Falcons,Rams,34,17
11/21/2010,Seahawks,Saints,19,34
11/21/2010,Buccaneers,49ers,21,0
11/21/2010,Colts,Patriots,28,31
11/22/2010,Broncos,Chargers,14,35
11/25/2010,  .  Bengals,Jets,10,26
11/25/2010,Patriots,Lions,45,24
11/25/2010,Saints,Cowboys,30,27
11/28/2010,Packers,Falcons,17,20
11/28/2010,Steelers,Bills,19,16
11/28/2010,Panthers,Browns,23,24
11/28/2010,Jaguars,Giants,20,24
11/28/2010,Vikings,Washington,17,13
11/28/2010,Titans,Texans,0,20
11/28/2010,Dolphins,Raiders,33,17
11/28/2010,Chiefs,Seahawks,42,24
11/28/2010,Eagles,Bears,26,31
11/28/2010,Rams,Broncos,36,33
11/28/2010,Buccaneers,Ravens,10,17
11/28/2010,Chargers,Colts,36,14
11/29/2010,49ers,Cardinals,27,6
12/2/2010,Texans,Eagles,24,34
12/5/2010,  .  Broncos,Chiefs,6,10
12/5/2010,Saints,Bengals,34,30
12/5/2010,Bears,Lions,24,20
12/5/2010,49ers,Packers,16,34
12/5/2010,Jaguars,Titans,17,6
12/5/2010,Browns,Dolphins,13,10
12/5/2010,Bills,Vikings,14,38
12/5/2010,Washington,Giants,7,31
12/5/2010,Raiders,Chargers,28,13
12/5/2010,Cowboys,Colts,38,35
12/5/2010,Rams,Cardinals,19,6
12/5/2010,Panthers,Seahawks,14,31
12/5/2010,Falcons,Buccaneers,28,24
12/5/2010,Steelers,Ravens,13,10
12/6/2010,Jets,Patriots,3,45
12/9/2010,Colts,Titans,30,28
12/12/2010,  .  Packers,Lions,3,7
12/12/2010,Browns,Bills,6,13
12/12/2010,Bengals,Steelers,7,23
12/12/2010,Buccaneers,Washington,17,16
12/12/2010,Falcons,Panthers,31,10
12/12/2010,Raiders,Jaguars,31,38
12/12/2010,Rams,Saints,13,31
12/12/2010,Seahawks,49ers,21,40
12/12/2010,Patriots,Bears,36,7
12/12/2010,Dolphins,Jets,10,6
12/12/2010,Broncos,Cardinals,13,43
12/12/2010,Chiefs,Chargers,0,31
12/12/2010,Eagles,Cowboys,30,27
12/13/2010,Giants,Vikings,21,3
12/13/2010,Ravens,Texans,34,28
12/16/2010,49ers,Chargers,7,34
12/19/2010,Browns,Bengals,17,19
12/19/2010,Washington,Cowboys,30,33
12/19/2010,Texans,Titans,17,31
12/19/2010,Jaguars,Colts,24,34
12/19/2010,Chiefs,Rams,27,13
12/19/2010,Bills,Dolphins,17,14
12/19/2010,Eagles,Giants,38,31
12/19/2010,Lions,Buccaneers,23,20
12/19/2010,Cardinals,Panthers,12,19
12/19/2010,Saints,Ravens,24,30
12/19/2010,Falcons,Seahawks,34,18
12/19/2010,Broncos,Raiders,23,39
12/19/2010,Jets,Steelers,22,17
12/19/2010,Packers,Patriots,27,31
12/20/2010,Bears,Vikings,40,14
12/25/2010,Cowboys,Cardinals,26,27
12/26/2010,Patriots,Bills,34,3
12/26/2010,Jets,Bears,34,38
12/26/2010,Ravens,Browns,20,10
12/26/2010,Titans,Chiefs,14,34
12/26/2010,49ers,Rams,17,25
12/26/2010,Lions,Dolphins,34,27
12/26/2010,Washington,Jaguars,20,17
12/26/2010,Chargers,Bengals,20,34
12/26/2010,Texans,Broncos,23,24
12/26/2010,Colts,Raiders,31,26
12/26/2010,Giants,Packers,17,45
12/26/2010,Seahawks,Buccaneers,15,38
12/27/2010,Saints,Falcons,17,14
12/28/2010,Vikings,Eagles,24,14
1/2/2011,  .  Bears,Packers,3,10
1/2/2011,Panthers,Falcons,10,31
1/2/2011,Steelers,Browns,41,9
1/2/2011,Vikings,Lions,13,20
1/2/2011,Raiders,Chiefs,31,10
1/2/2011,Dolphins,Patriots,7,38
1/2/2011,Buccaneers,Saints,23,13
1/2/2011,Bills,Jets,7,38
1/2/2011,Bengals,Ravens,7,13
1/2/2011,Chargers,Broncos,33,28
1/2/2011,Titans,Colts,20,23
1/2/2011,Cowboys,Eagles,14,13
1/2/2011,Cardinals,49ers,7,38
1/2/2011,Giants,Washington,17,14
1/2/2011,Jaguars,Texans,17,34
1/2/2011,Rams,Seahawks,6,16
1/8/2011,Saints,Seahawks,36,41
1/8/2011,Jets,Colts,17,16
1/9/2011,Ravens,Chiefs,30,7
1/9/2011,Packers,Eagles,21,16
1/15/2011,Ravens,Steelers,24,31
1/15/2011,Packers,Falcons,48,21
1/16/2011,Seahawks,Bears,24,35
1/16/2011,Jets,Patriots,28,21
1/23/2011,Packers,Bears,21,14
1/23/2011,Jets,Steelers,19,24
2/6/2011,Steelers,Packers,25,31
9/8/2011,Saints,Packers,34,42
9/11/2011,  .  Titans,Jaguars,14,16
9/11/2011,Falcons,Bears,12,30
9/11/2011,Bengals,Browns,27,17
9/11/2011,Bills,Chiefs,41,7
9/11/2011,Eagles,Rams,31,13
9/11/2011,Lions,Buccaneers,27,20
9/11/2011,Steelers,Ravens,7,35
9/11/2011,Colts,Texans,7,34
9/11/2011,Panthers,Cardinals,21,28
9/11/2011,Vikings,Chargers,17,24
9/11/2011,Seahawks,49ers,17,33
9/11/2011,Giants,Washington,14,28
9/11/2011,Cowboys,Jets,24,27
9/12/2011,Patriots,Dolphins,38,24
9/12/2011,Raiders,Broncos,23,20
9/18/2011,Raiders,Bills,35,38
9/18/2011,Chiefs,Lions,3,48
9/18/2011,Ravens,Titans,13,26
9/18/2011,Browns,Colts,27,19
9/18/2011,Buccaneers,Vikings,24,20
9/18/2011,Bears,Saints,13,30
9/18/2011,Jaguars,Jets,3,32
9/18/2011,Seahawks,Steelers,0,24
9/18/2011,Cardinals,Washington,21,22
9/18/2011,Packers,Panthers,30,23
9/18/2011,Cowboys,49ers,27,24
9/18/2011,Bengals,Broncos,22,24
9/18/2011,Texans,Dolphins,23,13
9/18/2011,Chargers,Patriots,21,35
9/18/2011,Eagles,Falcons,31,35
9/19/2011,Rams,Giants,16,28
9/25/2011,  .  Jaguars,Panthers,10,16
9/25/2011,  .  Chiefs,Chargers,17,20
9/25/2011,Patriots,Bills,31,34
9/25/2011,49ers,Bengals,13,8
9/25/2011,Dolphins,Browns,16,17
9/25/2011,Broncos,Titans,14,17
9/25/2011,Lions,Vikings,26,23
9/25/2011,Texans,Saints,33,40
9/25/2011,Giants,Eagles,29,16
9/25/2011,Jets,Raiders,24,34
9/25/2011,Ravens,Rams,37,7
9/25/2011,Packers,Bears,27,17
9/25/2011,Cardinals,Seahawks,10,13
9/25/2011,Falcons,Buccaneers,13,16
9/25/2011,Steelers,Colts,23,20
9/26/2011,Washington,Cowboys,16,18
10/2/2011,  .  Titans,Browns,31,13
10/2/2011,Panthers,Bears,29,34
10/2/2011,Bills,Bengals,20,23
10/2/2011,Lions,Cowboys,34,30
10/2/2011,Vikings,Chiefs,17,22
10/2/2011,Washington,Rams,17,10
10/2/2011,49ers,Eagles,24,23
10/2/2011,Saints,Jaguars,23,10
10/2/2011,Steelers,Texans,10,17
10/2/2011,Giants,Cardinals,31,27
10/2/2011,Falcons,Seahawks,30,28
10/2/2011,Broncos,Packers,23,49
10/2/2011,Patriots,Raiders,31,19
10/2/2011,Dolphins,Chargers,16,26
10/2/2011,Jets,Ravens,17,34
10/3/2011,  .  Colts,Buccaneers,17,24
10/9/2011,  .  Bengals,Jaguars,30,20
10/9/2011,Titans,Steelers,17,38
10/9/2011,Saints,Panthers,30,27
10/9/2011,Eagles,Bills,24,31
10/9/2011,Chiefs,Colts,28,24
10/9/2011,Cardinals,Vikings,10,34
10/9/2011,Seahawks,Giants,36,25
10/9/2011,Raiders,Texans,25,20
10/9/2011,Buccaneers,49ers,3,48
10/9/2011,Chargers,Broncos,29,24
10/9/2011,Jets,Patriots,21,30
10/9/2011,Packers,Falcons,25,14
10/10/2011,Bears,Lions,13,24
10/16/2011,Panthers,Falcons,17,31
10/16/2011,Colts,Bengals,17,27
10/16/2011,49ers,Lions,25,19
10/16/2011,Rams,Packers,3,24
10/16/2011,Bills,Giants,24,27
10/16/2011,Jaguars,Steelers,13,17
10/16/2011,Eagles,Washington,20,13
10/16/2011,Browns,Raiders,17,24
10/16/2011,Texans,Ravens,14,29
10/16/2011,Cowboys,Patriots,16,20
10/16/2011,Saints,Buccaneers,20,26
10/16/2011,Vikings,Bears,10,39
10/17/2011,Dolphins,Jets,6,24
10/23/2011,  .  Rams,Cowboys,7,34
10/23/2011,Seahawks,Browns,3,6
10/23/2011,Falcons,Lions,23,16
10/23/2011,Texans,Titans,41,7
10/23/2011,Broncos,Dolphins,18,15
10/23/2011,Chargers,Jets,21,27
10/23/2011,Bears,Buccaneers,24,18
10/23/2011,Washington,Panthers,20,33
10/23/2011,Chiefs,Raiders,28,0
10/23/2011,Steelers,Cardinals,32,20
10/23/2011,Packers,Vikings,33,27
10/23/2011,Colts,Saints,7,62
10/24/2011,Ravens,Jaguars,7,12
10/30/2011,  .  Jaguars,Texans,14,24
10/30/2011,Cowboys,Eagles,7,34
10/30/2011,Colts,Titans,10,27
10/30/2011,Saints,Rams,21,31
10/30/2011,Dolphins,Giants,17,20
10/30/2011,Vikings,Panthers,24,21
10/30/2011,Cardinals,Ravens,27,30
10/30/2011,Washington,Bills,0,23
10/30/2011,Lions,Broncos,45,10
10/30/2011,Patriots,Steelers,17,25
10/30/2011,Browns,49ers,10,20
10/30/2011,Bengals,Seahawks,34,12
10/31/2011,Chargers,Chiefs,20,23
11/6/2011,Ravens,Steelers,23,20
11/6/2011,Jets,Bills,27,11
11/6/2011,Seahawks,Cowboys,13,23
11/6/2011,Falcons,Colts,31,7
11/6/2011,Dolphins,Chiefs,31,3
11/6/2011,Buccaneers,Saints,16,27
11/6/2011,49ers,Washington,19,11
11/6/2011,Browns,Texans,12,30
11/6/2011,Bengals,Titans,24,17
11/6/2011,Broncos,Raiders,38,24
11/6/2011,Giants,Patriots,24,20
11/6/2011,Rams,Cardinals,13,19
11/6/2011,Packers,Chargers,45,38
11/7/2011,Bears,Eagles,30,24
11/10/2011,Raiders,Chargers,24,17
11/13/2011,Saints,Falcons,26,23
11/13/2011,Steelers,Bengals,24,17
11/13/2011,Rams,Browns,13,12
11/13/2011,Bills,Cowboys,7,44
11/13/2011,Jaguars,Colts,17,3
11/13/2011,Broncos,Chiefs,17,10
11/13/2011,Washington,Dolphins,9,20
11/13/2011,Cardinals,Eagles,21,17
11/13/2011,Texans,Buccaneers,37,9
11/13/2011,Titans,Panthers,30,3
11/13/2011,Ravens,Seahawks,17,22
11/13/2011,Lions,Bears,13,37
11/13/2011,Giants,49ers,20,27
11/13/2011,Patriots,Jets,37,16
11/14/2011,Vikings,Packers,7,45
11/17/2011,Jets,Broncos,13,17
11/20/2011,Buccaneers,Packers,26,35
11/20/2011,Jaguars,Browns,10,14
11/20/2011,Panthers,Lions,35,49
11/20/2011,Bills,Dolphins,8,35
11/20/2011,Raiders,Vikings,27,21
11/20/2011,Cowboys,Washington,27,24
11/20/2011,Bengals,Ravens,24,31
11/20/2011,Seahawks,Rams,24,7
11/20/2011,Cardinals,49ers,7,23
11/20/2011,Titans,Falcons,17,23
11/20/2011,Chargers,Bears,20,31
11/20/2011,Eagles,Giants,17,10
11/21/2011,Chiefs,Patriots,3,34
11/24/2011,Packers,Lions,27,15
11/24/2011,Dolphins,Cowboys,19,20
11/24/2011,49ers,Ravens,6,16
11/27/2011,Vikings,Falcons,14,24
11/27/2011,Browns,Bengals,20,23
11/27/2011,Buccaneers,Titans,17,23
11/27/2011,Panthers,Colts,27,19
11/27/2011,Cardinals,Rams,23,20
11/27/2011,Bills,Jets,24,28
11/27/2011,Texans,Jaguars,20,13
11/27/2011,Bears,Raiders,20,25
11/27/2011,Washington,Seahawks,23,17
11/27/2011,Patriots,Eagles,38,20
11/27/2011,Broncos,Chargers,16,13
11/27/2011,Steelers,Chiefs,13,9
11/28/2011,Giants,Saints,24,49
12/1/2011,Eagles,Seahawks,14,31
12/4/2011,  .  Chiefs,Bears,10,3
12/4/2011,  .  Broncos,Vikings,35,32
12/4/2011,  .  Bengals,Steelers,7,35
12/4/2011,Titans,Bills,23,17
12/4/2011,Raiders,Dolphins,14,34
12/4/2011,Colts,Patriots,24,31
12/4/2011,Panthers,Buccaneers,38,19
12/4/2011,Jets,Washington,34,19
12/4/2011,Falcons,Texans,10,17
12/4/2011,Ravens,Browns,24,10
12/4/2011,Packers,Giants,38,35
12/4/2011,Cowboys,Cardinals,13,19
12/4/2011,Rams,49ers,0,26
12/4/2011,Lions,Saints,17,31
12/5/2011,Chargers,Jaguars,38,14
12/8/2011,Browns,Steelers,3,14
12/11/2011,  .  Chiefs,Jets,10,37
12/11/2011,Texans,Bengals,20,19
12/11/2011,Vikings,Lions,28,34
12/11/2011,Saints,Titans,22,17
12/11/2011,Eagles,Dolphins,26,10
12/11/2011,Patriots,Washington,34,27
12/11/2011,Falcons,Panthers,31,23
12/11/2011,Buccaneers,Jaguars,14,41
12/11/2011,Colts,Ravens,10,24
12/11/2011,Bears,Broncos,10,13
12/11/2011,49ers,Cardinals,19,21
12/11/2011,Raiders,Packers,16,46
12/11/2011,Bills,Chargers,10,37
12/11/2011,Giants,Cowboys,37,34
12/12/2011,Rams,Seahawks,13,30
12/15/2011,Jaguars,Falcons,14,41
12/17/2011,Cowboys,Buccaneers,31,15
12/18/2011,  .  Jets,Eagles,19,45
12/18/2011,Dolphins,Bills,30,23
12/18/2011,Seahawks,Bears,38,14
12/18/2011,Titans,Colts,13,27
12/18/2011,Packers,Chiefs,14,19
12/18/2011,Bengals,Rams,20,13
12/18/2011,Saints,Vikings,42,20
12/18/2011,Washington,Giants,23,10
12/18/2011,Panthers,Texans,28,13
12/18/2011,Lions,Raiders,28,27
12/18/2011,Patriots,Broncos,41,23
12/18/2011,Browns,Cardinals,17,20
12/18/2011,Ravens,Chargers,14,34
12/19/2011,Steelers,49ers,3,20
12/22/2011,Texans,Colts,16,19
12/24/2011,  .  Raiders,Chiefs,16,13
12/24/2011,Broncos,Bills,14,40
12/24/2011,Cardinals,Bengals,16,23
12/24/2011,Jaguars,Titans,17,23
12/24/2011,Dolphins,Patriots,24,27
12/24/2011,Giants,Jets,29,14
12/24/2011,Rams,Steelers,0,27
12/24/2011,Vikings,Washington,33,26
12/24/2011,Buccaneers,Panthers,16,48
12/24/2011,Browns,Ravens,14,20
12/24/2011,Chargers,Lions,10,38
12/24/2011,Eagles,Cowboys,20,7
12/24/2011,49ers,Seahawks,19,17
12/25/2011,Bears,Packers,21,35
12/26/2011,Falcons,Saints,16,45
1/1/2012,Lions,Packers,41,45
1/1/2012,49ers,Rams,34,27
1/1/2012,Jets,Dolphins,17,19
1/1/2012,Bears,Vikings,17,13
1/1/2012,Bills,Patriots,21,49
1/1/2012,Panthers,Saints,17,45
1/1/2012,Washington,Eagles,10,34
1/1/2012,Colts,Jaguars,13,19
1/1/2012,Titans,Texans,23,22
1/1/2012,Ravens,Bengals,24,16
1/1/2012,Steelers,Browns,13,9
1/1/2012,Chiefs,Broncos,7,3
1/1/2012,Chargers,Raiders,38,26
1/1/2012,Seahawks,Cardinals,20,23
1/1/2012,Cowboys,Giants,14,31
1/7/2012,Bengals,Texans,10,31
1/7/2012,Lions,Saints,28,45
1/8/2012,Falcons,Giants,2,24
1/8/2012,Steelers,Broncos,23,29
1/14/2012,Saints,49ers,32,36
1/14/2012,Broncos,Patriots,10,45
1/15/2012,Texans,Ravens,13,20
1/15/2012,Giants,Packers,37,20
1/22/2012,Ravens,Patriots,20,23
1/22/2012,Giants,49ers,20,17
2/5/2012,Giants,Patriots,21,17
9/5/2012,Cowboys,Giants,24,17
9/9/2012,Colts,Bears,21,41
9/9/2012,Eagles,Browns,17,16
9/9/2012,Rams,Lions,23,27
9/9/2012,Patriots,Titans,34,13
9/9/2012,Falcons,Chiefs,40,24
9/9/2012,Jaguars,Vikings,23,26
9/9/2012,Washington,Saints,40,32
9/9/2012,Bills,Jets,28,48
9/9/2012,Dolphins,Texans,10,30
9/9/2012,49ers,Packers,30,22
9/9/2012,Seahawks,Cardinals,16,20
9/9/2012,Panthers,Buccaneers,10,16
9/9/2012,Steelers,Broncos,19,31
9/10/2012,Bengals,Ravens,13,44
9/10/2012,Chargers,Raiders,22,14
9/13/2012,Bears,Packers,10,23
9/16/2012,Washington,Rams,28,31
9/16/2012,Chiefs,Bills,17,35
9/16/2012,Browns,Bengals,27,34
9/16/2012,Vikings,Colts,20,23
9/16/2012,Raiders,Dolphins,13,35
9/16/2012,Cardinals,Patriots,20,18
9/16/2012,Buccaneers,Giants,34,41
9/16/2012,Ravens,Eagles,23,24
